IATA,ICAO,Name,
"PBU","VYPT","Putao Airport",
"PBV","SWPG","Porto dos Ga??chos Airport",
"PBX","SWPQ","Fazenda Piraguassu Airport",
"PBZ","FAPG","Plettenberg Bay Airport",
"PCA","PAOC","Portage Creek Airport",
"PCB","WIHP","Pondok Cabe Airport",
"PCD","KPDC","Prairie du Chien Municipal Airport",
"PCF","FAPS","Potchefstroom Airport",
"PCH","MHPC","Palacios Airport, Honduras|Palacios Airport",
"PCN","NZOK","Picton Aerodrome",
"PCO","MMPL","Punta Colorada Airstrip",
"PCP","FPPR","Pr??ncipe Airport",
"PCR","SKPC","Germ?!n Olano Airport",
"PCS","SNPC","Picos Airport",
"PDA","SKPD","Obando Airport",
"PDC","NWWQ","Mueo/Nickel Airport",
"PDD","FQPO","Ponta do Ouro Airport",
"PDE","YPDI","Pandie Pandie Airport",
"PDF","SIAJ","Faz Taua Airport",
"PDG","WIPT","Minangkabau International Airport",
"PDK","KPDK","DeKalb??""Peachtree Airport",
"PDL","LPPD","Jo??o Paulo II Airport",
"PDO","WIPQ","Pendopo Airport",
"PDP","SULS","Capit?!n de Corbeta Carlos A. Curbelo International Airport",
"PDS","MMPG","Piedras Negras International Airport",
"PDT","KPDT","Eastern Oregon Regional Airport",
"PDU","SUPU","Paysand?? Airport|Tydeo Larre Borges International Airport",
"PDV","LBPD","Plovdiv Airport",
"PDX","KPDX","Portland International Airport",
"PDZ","SVPE","Pedernales Airport",
"PEA","YPSH","Penneshaw Airport",
"PED","LKPD","Pardubice Airport",
"PEE","USPP","Perm International Airport",
"PEF","EDCP","Peenem??nde Airfield",
"PEG","LIRZ","Perugia San Francesco d'Assisi ??"" Umbria International Airport",
"PEH","SAZP","Comodoro P. Zanni Airport|Comodoro Pedro Zanni Airport",
"PEI","SKPE","Mateca??a International Airport",
"PEK","ZBAA","Beijing Capital International Airport",
"PEL","FXPG","Pelaneng Airport",
"PEM","SPTU","Padre Aldamiz International Airport",
"PEN","WMKP","Penang International Airport",
"PEQ","KPEQ","Pecos Municipal Airport",
"PER","YPPH","Perth Airport",
"PES","ULPB","Petrozavodsk Airport",
"PET","SBPK","Pelotas International Airport|Jo??o Sim??es Lopes Neto International Airport",
"PEU","MHPL","Puerto Lempira Airport",
"PEV","LHPP","P??cs-Pog?!ny International Airport",
"PEW","OPPS","Bacha Khan International Airport",
"PEX","UUYP","Pechora Airport",
"PEZ","UWPP","Penza Airport",
"PFB","SBPF","Lauro Kurtz Airport",
"PFC","KPFC","Pacific City State Airport",
"PFJ","BIPA","Patreksfj??r??ur Airport",
"PFO","LCPH","Paphos International Airport",
"PFQ","OITP","Parsabad-Moghan Airport",
"PFR","FZVS","Ilebo Airport",
"PGA","KPGA","Page Municipal Airport",
"PGD","KPGD","Punta Gorda Airport |Punta Gorda Airport",
"PGF","LFMP","Perpignan??""Rivesaltes Airport",
"PGH","VIPT","Pantnagar Airport",
"PGI","FNCH","Chitato Airport",
"PGK","WIPK","Depati Amir Airport",
"PGL","KPQL","Trent Lott International Airport",
"PGO","KPSO","Stevens Field",
"PGR","KPGR","Kirk Field",
"PGU","OIBP","Persian Gulf Airport",
"PGV","KPGV","Pitt??""Greenville Airport",
"PGX","LFBX","P??rigueux Bassillac Airport",
"PGZ","SSZW","Ponta Grossa Airport|Comte. Antonio Amilton Beraldo Airport",
"PHA","VVPR","Phan Rang Air Base",
"PHB","SBPB","Parna??ba-Prefeito Dr. Jo??o Silva Filho International Airport",
"PHC","DNPO","Port Harcourt International Airport",
"PHD","KPHD","Harry Clever Field",
"PHE","YPPD","Port Hedland International Airport",
"PHF","KPHF","Newport News/Williamsburg International Airport",
"PHK","KPHK","Palm Beach County Glades Airport",
"PHL","KPHL","Philadelphia International Airport",
"PHN","KPHN","St. Clair County International Airport",
"PHO","PAPO","Point Hope Airport",
"PHP","KPHP","Philip Airport",
"PHQ","YTMO","The Monument Airport",
"PHR","NFND","Pacific Harbour Airport",
"PHS","VTPP","Phitsanulok Airport",
"PHT","KPHT","Henry County Airport |Henry County Airport",
"PHW","FAPH","Hendrik Van Eck Airport",
"PHX","KPHX","Phoenix Sky Harbor International Airport",
"PHY","VTPB","Phetchabun Airport",
"PIA","KPIA","General Wayne A. Downing Peoria International Airport",
"PIB","KPIB","Hattiesburg??""Laurel Regional Airport",
"PIE","KPIE","St. Pete??""Clearwater International Airport",
"PIH","KPIH","Pocatello Regional Airport",
"PIK","EGPK","Glasgow Prestwick Airport",
"PIL","SGPI","Carlos Miguel Jim??nez Airport",
"PIM","KPIM","Harris County Airport",
"PIO","SPSO","Capit?!n FAP Ren?!n El??as Olivera Airport",
"PIP","PAPN","Pilot Point Airport",
"PIR","KPIR","Pierre Regional Airport",
"PIS","LFBI","Poitiers??""Biard Airport",
"PIT","KPIT","Pittsburgh International Airport",
"PIU","SPUR","FAP Captain Guillermo Concha Iberico International Airport",
"PIV","SNPX","Pirapora Airport",
"PIW","CZMN","Pikwitonei Airport",
"PIX","LPPI","Pico Airport",
"PIZ","PPIZ","Point Lay LRRS Airport",
"PJA","ESUP","Pajala Airport",
"PJB","KPAN","Payson Airport",
"PJC","SGPJ","Dr. Augusto Roberto Fuster International Airport",
"PJG","OPPG","Panjgur Airport",
"PJM","MRPJ","Puerto Jim??nez Airport",
"PKA","PAPK","Napaskiak Airport",
"PKB","KPKB","Mid-Ohio Valley Regional Airport",
"PKC","UHPP","Petropavlovsk-Kamchatsky Airport",
"PKD","KPKD","Park Rapids Municipal Airport",
"PKE","YPKS","Parkes Airport",
"PKF","KPKF","Park Falls Municipal Airport",
"PKG","WMPA","Pangkor Airport",
"PKH","LGHL","Porto Cheli Airport",
"PKJ","MGPG","Playa Grande Airport",
"PKK","VYPU","Pakokku Airport",
"PKN","WAOI","Iskandar Airport",
"PKO","DBBP","Parakou Airport",
"PKP","NTGP","Puka-Puka Airport",
"PKR","VNPK","Pokhara Airport",
"PKT","YKPT","Port Keats Airfield",
"PKU","WIBB","Sultan Syarif Kasim II International Airport",
"PKV","ULOO","Pskov Airport",
"PKW","FBSP","Selebi-Phikwe Airport",
"PKY","WAGG","Tjilik Riwut Airport",
"PKZ","VLPS","Pakse International Airport",
"PLD","MRCR","Carrillo Airport",
"PLF","FTTP","Pala Airport",
"PLH","EGHD","Plymouth City Airport",
"PLK","KPLK","M. Graham Clark Downtown Airport",
"PLL","SBMN","Manaus Air Force Base",
"PLM","WIPP","Sultan Mahmud Badaruddin II International Airport",
"PLN","KPLN","Pellston Regional Airport",
"PLO","YPLC","Port Lincoln Airport",
"PLP","MPLP","Captain Ramon Xatruch Airport",
"PLQ","EYPA","Palanga International Airport",
"PLR","KPLR","St. Clair County Airport",
"PLS","MBPV","Providenciales International Airport",
"PLT","SKPL","Plato Airport",
"PLU","SBBH","Belo Horizonte/Pampulha ??"" Carlos Drummond de Andrade Airport",
"PLV","UKHP","Poltava Airport",
"PLW","WAFF","Mutiara Airport",
"PLX","UASS","Semey Airport",
"PLZ","FAPE","Port Elizabeth Airport",
"PMA","HTPE","Pemba Airport |Pemba Airport",
"PMB","KPMB","Pembina Municipal Airport",
"PMC","SCTE","El Tepual Airport",
"PMD","KPMD","Palmdale Regional Airport",
"PMF","LIMP","Parma Airport",
"PMG","SBPP","Ponta Por?? International Airport",
"PMH","KPMH","Greater Portsmouth Regional Airport",
"PMI","LEPA","Palma de Mallorca Airport",
"PMK","YPAM","Palm Island Airport",
"PML","PAAL","Port Moller Airport",
"PMO","LICJ","Falcone??""Borsellino Airport",
"PMQ","SAWP","Perito Moreno Airport",
"PMR","NZPM","Palmerston North Airport",
"PMS","OSPR","Palmyra Airport",
"PMV","SVMG","Santiago Mari??o Caribbean International Airport",
"PMW","SBPJ","Palmas Airport|Palmas??""Brigadeiro Lysias Rodrigues Airport",
"PMY","SAVY","El Tehuelche Airport",
"PMZ","MRPM","Palmar Sur Airport",
"PNA","LEPP","Pamplona Airport",
"PNB","SBPN","Porto Nacional Airport",
"PNC","KPNC","Ponca City Regional Airport",
"PNE","KPNE","Northeast Philadelphia Airport",
"PNG","SSPG","Paranagu?! Airport|Santos Dumont Airport",
"PNH","VDPP","Phnom Penh International Airport",
"PNI","PTPN","Pohnpei International Airport",
"PNK","WIOO","Supadio Airport",
"PNL","LICG","Pantelleria Airport",
"PNN","KPNN","Princeton Municipal Airport |Princeton Municipal Airport",
"PNP","AYGR","Girua Airport",
"PNQ","VAPO","Pune Airport",
"PNR","FCPP","Pointe Noire Airport",
"PNS","KPNS","Pensacola International Airport",
"PNT","SCNT","Teniente Julio Gallardo Airport",
"PNV","EYPP","Panev?-??ys Air Base",
"PNX","KGYI","North Texas Regional Airport",
"PNZ","SBPL","Petrolina Airport|Senador Nilo Coelho Airport",
"POA","SBPA","Salgado Filho International Airport",
"POB","KPOB","Pope Field",
"POC","KPOC","Brackett Field",
"POD","GOSP","Podor Airport",
"POE","KPOE","Polk Army Airfield",
"POF","KPOF","Poplar Bluff Municipal Airport",
"POG","FOOG","Port-Gentil International Airport",
"POH","KPOH","Pocahontas Municipal Airport",
"POI","SLPO","Captain Nicolas Rojas Airport",
"POJ","SNPD","Patos de Minas Airport|Pedro Pereira dos Santos Airport",
"POL","FQPB","Pemba Airport |Pemba Airport",
"POM","AYPY","Jacksons International Airport",
"PON","MGPP","Popt??n Airport",
"POO","SBPC","Po??os de Caldas Airport",
"POP","MDPP","Gregorio Luper??n International Airport",
"POR","EFPO","Pori Airport",
"POS","TTPP","Piarco International Airport",
"POT","MKKJ","Ken Jones Aerodrome",
"POU","KPOU","Dutchess County Airport",
"POV","LZPW","Pre?!ov Air Base",
"POW","LJPZ","Portoro?? Airport",
"POX","LFPT","Pontoise ??"" Cormeilles Aerodrome",
"POY","KPOY","Powell Municipal Airport",
"PPA","KPPA","Perry Lefors Field",
"PPB","SBDN","Presidente Prudente Airport",
"PPC","PAPR","Prospect Creek Airport",
"PPE","MMPE","Puerto Pe??asco International Airport",
"PPF","KPPF","Tri-City Airport |Tri-City Airport",
"PPG","NSTU","Pago Pago International Airport",
"PPI","YPIR","Port Pirie Airport",
"PPJ","WIIG","Panjang Island Airport",
"PPK","UACP","Petropavl Airport",
"PPL","VNPL","Phaplu Airport",
"PPM","KPMP","Pompano Beach Airpark",
"PPN","SKPP|| ""Guillermo Le??n Valencia Airport""","Popay?!n",
"PPP","YBPN","Whitsunday Coast Airport",
"PPQ","NZPP","Kapiti Coast Airport",
"PPR","WIDE","Tuanku Tambusai Airport",
"PPS","RPVP","Puerto Princesa International Airport",
"PPT","NTAA","Fa'a'? International Airport",
"PPU","VYPP","Papun Airport",
"PPW","EGEP","Papa Westray Airport",
"PPY","SNZA","Pouso Alegre Airport",
"PQC","VVPQ","Phu Quoc International Airport",
"PQI","KPQI","Northern Maine Regional Airport at Presque Isle",
"PQM","MMPQ","Palenque International Airport",
"PQQ","YPMQ","Port Macquarie Airport",
"PRA","SAAP","General Justo Jos?? de Urquiza Airport",
"PRB","KPRB","Paso Robles Municipal Airport",
"PRC","KPRC","Ernest A. Love Field",
"PRD","YPDO","Pardoo Airport",
"PRG","LKPR","V?!clav Havel Airport Prague",
"PRH","VTCP","Phrae Airport",
"PRI","FSPP","Praslin Island Airport",
"PRK","FAPK","Prieska Airport",
"PRM","LPPM","Portim??o Airport",
"PRN","BKPR","Pristina International Airport",
"PRO","KPRO","Perry Municipal Airport |Perry Municipal Airport",
"PRP","LFKO","Propriano Airport",
"PRQ","SARS","Presidencia Roque S?!enz Pe??a Airport",
"PRR","SYPR","Paruima Airport",
"PRU","VYPY","Pyay Airport",
"PRV","LKPO","P??erov Airport",
"PRX","KPRX","Cox Field",
"PRY","FAWB","Wonderboom Airport",
"PSA","LIRP","Pisa International Airport",
"PSC","KPSC","Tri-Cities Airport |Tri-Cities Airport",
"PSD","HEPS","Port Said Airport",
"PSE","TJPS","Mercedita Airport",
"PSF","KPSF","Pittsfield Municipal Airport |Pittsfield Municipal Airport",
"PSG","PAPG","Petersburg James A. Johnson Airport",
"PSH","EDXO","Sankt Peter-Ording Airport",
"PSI","OPPI","Pasni Airport",
"PSJ","WAMP","Kasiguncu Airport",
"PSK","KPSK","New River Valley Airport",
"PSL","EGPT","Perth Airport , ""Perth, Scotland|Perth",
"PSM","KPSM","Portsmouth International Airport at Pease",
"PSN","KPSN","Palestine Municipal Airport",
"PSO","SKPS","Antonio Nari??o Airport",
"PSP","KPSP","Palm Springs International Airport",
"PSR","LIBP","Abruzzo Airport",
"PSS","SARP","Libertador General Jos?? de San Mart??n Airport",
"PSU","WIOP","Pangsuma Airport",
"PSW","SNOS","Passos Airport",
"PSX","KPSX","Palacios Municipal Airport",
"PSY","SFAL","Port Stanley Airport",
"PSZ","SLPS","Puerto Su?!rez International Airport",
"PTA","PALJ","Port Alsworth Airport",
"PTB","KPTB","Dinwiddie County Airport",
"PTD","PAAP","Port Alexander Seaplane Base",
"PTF","NFFO|| ""Malolo Lailai Airport""","Malolo Lailai",
"PTG","FAPP","Polokwane International Airport",
"PTH","PAPH","Port Heiden Airport",
"PTJ","YPOD","Portland Airport |Portland Airport",
"PTK","KPTK","Oakland County International Airport",
"PTM","SVPT","Palmarito Airport",
"PTN","KPTN","Harry P. Williams Memorial Airport",
"PTO","SSPB","Pato Branco Airport|Juvenal Loureiro Cardoso Airport",
"PTP","TFFR","Pointe-? -Pitre International Airport",
"PTQ","SNMZ","Porto de Moz Airport",
"PTS","KPTS","Atkinson Municipal Airport",
"PTT","KPTT","Pratt Regional Airport",
"PTU","PAPM","Platinum Airport",
"PTV","KPTV","Porterville Municipal Airport",
"PTW","KPTW","Heritage Field Airport|Heritage Field",
"PTX","SKPI","Contador Airport",
"PTY","MPTO","Tocumen International Airport",
"PTZ","SEPA","R??o Amazonas Airport",
"PUB","KPUB","Pueblo Memorial Airport",
"PUC","KPUC","Carbon County Regional Airport",
"PUD","SAWD","Puerto Deseado Airport",
"PUF","LFBP","Pau Pyr??n??es Airport",
"PUG","YPAG","Port Augusta Airport",
"PUJ","MDPC","Punta Cana International Airport",
"PUK","NTGQ","Pukarua Airport",
"PUM","WAWP","Kolaka Pomala Airport",
"PUN","FZOP","Punia Airport",
"PUP","DFCP","P?? Airport",
"PUQ","SCCI","Presidente Carlos Ib?!??ez del Campo International Airport",
"PUR","SLPR","Puerto Rico Airport",
"PUS","RKPK","Gimhae International Airport",
"PUT","VOPN","Sri Sathya Sai Airport",
"PUU","SKAS","Tres de Mayo Airport",
"PUV","NWWP","Malabou Airport",
"PUW","KPUW","Pullman??""Moscow Regional Airport",
"PUY","LDPL","Pula Airport",
"PUZ","MNPC","Puerto Cabezas Airport",
"PVA","SKPV","El Embrujo Airport",
"PVC","KPVC","Provincetown Municipal Airport",
"PVD","KPVD","T. F. Green Airport|Theodore Francis Green State Airport",
"PVE","MPVR","El Porvenir Airport",
"PVF","KPVF","Placerville Airport",
"PVG","ZSPD","Shanghai Pudong International Airport",
"PVH","SBPV","Governador Jorge Teixeira de Oliveira International Airport",
"PVI","SSPI","Paranava?? Airport|Edu Chaves Airport",
"PVK","LGPZ","Aktion National Airport",
"PVL","KPBX","Pike County Airport , ""Pikeville, Kentucky|Pikeville",
"PVO","SEPV","Reales Tamarindos Airport",
"PVR","MMPR","Licenciado Gustavo D??az Ordaz International Airport",
"PVS","UHMD","Provideniya Bay Airport",
"PVU","KPVU","Provo Municipal Airport",
"PVW","KPVW","Hale County Airport",
"PWA","KPWA","Wiley Post Airport",
"PWD","KPWD","Sher-Wood Airport",
"PWE","UHMP","Pevek Airport",
"PWK","KPWK","Chicago Executive Airport",
"PWL","WICP","Wirasaba Airport",
"PWM","KPWM","Portland International Jetport",
"PWN","MYCP","Pitts Town Airport",
"PWQ","UASP","Pavlodar Airport",
"PWT","KPWT","Bremerton National Airport",
"PWY","KPNA","Ralph Wenz Field",
"PXH","YPMH","Prominent Hill Airport",
"PXM","MMPS","Puerto Escondido International Airport",
"PXO","LPPS","Porto Santo Airport",
"PXR","VTUJ","Surin Airport",
"PXU","VVPK","Pleiku Airport",
"PYA","SKVL","Velasquez Airport",
"PYB","VEJP","Jeypore Airport",
"PYE","NCPY","Tongareva Airport",
"PYH","SVPA","Cacique Aramare Airport",
"PYJ","UERP|| ""Polyarny Airport""","Polyarny, Sakha Republic|Polyarny",
"PYK","OIIP","Payam International Airport",
"PYM","KPYM","Plymouth Municipal Airport |Plymouth Municipal Airport",
"PYO","SEPT","Putumayo Airport",
"PYR","LGAD","Andravida Air Base",
"PYX","VTBF","Pattaya Airpark",
"PZA","SKPZ","Paz de Ariporo Airport",
"PZB","FAPM","Pietermaritzburg Airport",
"PZH","OPZB","Zhob Airport",
"PZI","ZUZH","Panzhihua Bao'anying Airport",
"PZK","NCPK","Pukapuka Island Airfield",
"PZL","FADQ","Zulu Inyala Airport",
"PZO","SVPR","Manuel Carlos Piar Guayana Airport",
"PZS","SCTC","Maquehue Airport",
"PZU","HSPN","Port Sudan New International Airport",
"PZY","LZPP","Pie?!??any Airport",
"QCY","EGXC","RAF Coningsby",
"QHU","EDXJ","Husum Schwesing Airport",
"QOW","DNIM","Sam Mbakwe Airport",
"QPG","WSAP","Paya Lebar Air Base",
"QRA","FAGM","Rand Airport",
"QRO","MMQT","Quer??taro Intercontinental Airport",
"QRW","DNSU","Warri Airport",
"QSC","SDSC","S??o Carlos Airport|M?!rio Pereira Lopes Airport",
"QSF","DAAS","Ain Arnat Airport",
"QSR","LIRI","Salerno Costa d'Amalfi Airport",
"QSZ",,"Shache Airport",
"QUB","HLUB","Ubari Airport",
"QUG","EGHR","Chichester/Goodwood Airport",
"QUO","DNAI","Akwa Ibom Airport|Akwa Ibom International Airport",
"QUY","EGUY","RAF Wyton",
"QXB","LFMA","Aix les Milles, France",
"RAB","AYTK","Rabaul Airport",
"RAC","KRAC","John H. Batten Airport",
"RAE","OERR","Arar Domestic Airport",
"RAF","SAFR","Rafaela Airport",
"RAG","NZRA","Raglan Aerodrome",
"RAH","OERF","Rafha Domestic Airport",
"RAI","GVNP","Nelson Mandela International Airport",
"RAJ","VARK","Rajkot Airport",
"RAK","GMMX","Marrakesh Menara Airport",
"RAL","KRAL","Riverside Municipal Airport",
"RAM","YRNG","Ramingining Airport",
"RAN","LIDR","Ravenna Airport",
"RAO","SBRP","Leite Lopes Airport",
"RAP","KRAP","Rapid City Regional Airport",
"RAQ","WAWR","Sugimanuru Airport",
"RAR","NCRG","Rarotonga International Airport",
"RAS","OIGG","Rasht Airport",
"RAT","USNR","Raduzhny Airport",
"RAV","SKCN","Cravo Norte Airport",
"RAZ","OPRT","Rawalakot Airport",
"RBA","GMME","Rabat??""Sal?? Airport",
"RBB","SWBR","Borba Airport",
"RBC","YROI","Robinvale Airport",
"RBD","KRBD","Dallas Executive Airport",
"RBE","VDRK","Ratanakiri Airport",
"RBG","KRBG","Roseburg Regional Airport",
"RBI","NFFR","Rabi Airport",
"RBJ","RJCR","Rebun Airport",
"RBL","KRBL","Red Bluff Municipal Airport",
"RBM","EDMS","Straubing Wallm??hle Airport",
"RBO","SLRB","Robor?? Airport",
"RBQ","SLRQ","Rurrenabaque Airport",
"RBR","SBRB","Rio Branco International Airport|Pl?!cido de Castro International Airport",
"RBS","YORB","Orbost Airport",
"RBT","HKMB","Marsabit Airport",
"RBU","YROE","Roebourne Airport",
"RBV","AGRM","Ramata Airport",
"RBW","KRBW","Lowcountry Regional Airport",
"RBX","HSMK","Rumbek Airport",
"RBY","PARY","Ruby Airport",
"RCA","KRCA","Ellsworth Air Force Base",
"RCB","FARB","Richards Bay Airport",
"RCH","SKRH","Almirante Padilla Airport",
"RCK","KRCK","H. H. Coffield Regional Airport",
"RCL","NVSR","Redcliffe Airport |Redcliffe Airport",
"RCM","YRMD","Richmond Airport",
"RCO","LFDN","Rochefort ??"" Saint-Agnant Airport",
"RCQ","SATR","Reconquista Airport",
"RCR","KRCR","Fulton County Airport |Fulton County Airport",
"RCS","EGTO","Rochester Airport, England|Rochester Airport",
"RCU","SAOC","Las Higueras Airport",
"RCY","MYRP","Port Nelson Airport",
"RDA","YRKD","Rockhampton Downs Airport",
"RDB","PADG","Red Dog Airport",
"RDC","SNDC","Reden????o Airport",
"RDD","KRDD","Redding Municipal Airport",
"RDG","KRDG","Reading Regional Airport",
"RDM","KRDM","Roberts Field",
"RDO","EPRA","Radom Airport",
"RDP","VEDG","Kazi Nazrul Islam Airport",
"RDR","KRDR","Grand Forks Air Force Base",
"RDS","SAHS","Rinc??n de los Sauces Airport",
"RDT","GOSR","Richard Toll Airport",
"RDU","KRDU","Raleigh??""Durham International Airport",
"REA","NTGE","Reao Airport",
"REB","EDAX","Rechlin??""L??rz Airfield",
"REC","SBRF","Recife/Guararapes??""Gilberto Freyre International Airport",
"RED","KRVL","Mifflin County Airport",
"REI","SOOR","R??gina Airport",
"REK",,"metropolitan area{{ref|1|1}}",
"REL","SAVT","Almirante Marcos A. Zar Airport",
"REN","UWOO","Orenburg Tsentralny Airport",
"REO","KREO","Rome State Airport",
"REP","VDSR","Siem Reap International Airport",
"RER","MGRT","Retalhuleu Airport",
"RES","SARE","Resistencia International Airport",
"RET","ENRS","R??st Airport",
"REU","LERS","Reus Airport",
"REX","MMRX","General Lucio Blanco International Airport",
"REY","SLRY","Reyes Airport",
"REZ","SDRS","Resende Airport",
"RFA","FEGR","Rafa?? Airport",
"RFD","KRFD","Chicago Rockford International Airport",
"RFG","KRFG","Rooke Field",
"RFN","BIRG","Raufarh??fn Airport",
"RFP","NTTR","Raiatea Airport",
"RFR","MRRF","R??o Fr??o Airport |R??o Fr??o Airport",
"RFS","MNRT","Rosita Airport",
"RGA","SAWE","Hermes Quijada International Airport",
"RGH","VEBG","Balurghat Airport",
"RGI","NTTG","Rangiroa Airport",
"RGK","UNBG","Gorno-Altaysk Airport",
"RGL","SAWG","Piloto Civil Norberto Fern?!ndez International Airport",
"RGN","VYYY","Yangon International Airport",
"RGO","ZKHM","Chongjin Airport",
"RGS","LEBG","Burgos Airport",
"RGT","WIPR","Japura Airport",
"RHA","BIRE","Reykh??lar Airport",
"RHD","SANR","Termas de R??o Hondo",
"RHE","LFSR","Reims ??"" Champagne Air Base",
"RHG","HRYU","Ruhengeri Airport",
"RHI","KRHI","Rhinelander??""Oneida County Airport",
"RHL","YRYH","Roy Hill Station Airport",
"RHN","FYSA","Skorpion Mine Airport",
"RHO","LGRP","Rhodes International Airport",
"RHP","VNRC","Ramechhap Airport",
"RIA","SBSM","Santa Maria Airport |Santa Maria Airport",
"RIB","SLRI","Riberalta Airport",
"RIC","KRIC","Richmond International Airport",
"RID","KRID","Richmond Municipal Airport",
"RIE","KRPD","Rice Lake Regional Airport",
"RIF","KRIF","Richfield Municipal Airport",
"RIG","SBRG","Rio Grande Airport|Rio Grande Regional Airport",
"RIH","MPSM","R??o Hato Airport|Scarlett Martinez International Airport",
"RIJ","SPJA","Juan Simons Vela Airport",
"RIL","KRIL","Garfield County Regional Airport",
"RIM","SPLN","San Nicolas Airport",
"RIN","AGRC","Ringgi Cove Airport",
"RIO",,"metropolitan area{{ref|2|2}}",
"RIR","KRIR","Flabob Airport",
